Entity,Code,Year,Men Overweight or Obese (%),Men (BMI),Women overweight or obese (%),Women (BMI),Daily caloric supply (per person) (kcal/person/day),Total population (Gapminder),HIV/AIDS and tuberculosis (DALYs),Diarrhea & common infectious diseases (DALYs),Malaria & neglected tropical diseases (DALYs),Maternal disorders (DALYs),Neonatal disorders (DALYs),Nutritional deficiencies (DALYs),Other communicable diseases (DALYs),Cancers (DALYs),Cardiovascular diseases (DALYs),Respiratory diseases (DALYs),Liver diseases (DALYs),Digestive diseases (DALYs),Neurological disorders (DALYs),Mental and substance use disorders (DALYs),"Diabetes, blood, & endocrine diseases (DALYs)",Musculoskeletal disorders (DALYs),Other NCDs (DALYs),Transport injuries (DALYs),Natural disasters (DALYs),Conflict and terrorism (DALYs),Self-harm (DALYs),Interpersonal violence (DALYs),Unintentional injuries (DALYs),% Adults > 25BMI
Central African Republic,CAF,2010,11.6,21.3229552,24.5,22.91055471,2164.0,4401051.0,936148.8780360001,990950.8112079999,461249.422,75168.9158996,412324.850096,225558.03571599998,128019.240529,88197.6723706,226682.984625,53446.8225366,32136.412613599998,57741.901176,43873.4622601,84340.38436669999,87964.3948234,53569.352143000004,184673.611469,118313.891303,0.0,7510.30686031,16952.4943647,19308.219611,150784.358738,20.2
Central African Republic,CAF,2011,11.9,21.38589167,25.2,23.03376291,2154.0,4486837.0,930350.300076,1021699.07144,410118.94629,76165.8375615,412343.40299699997,219002.806281,131165.662319,89661.6562379,229535.120779,53874.1077304,32584.2237541,57848.5986623,44696.9480464,86358.3558457,88726.9689633,54704.694513300004,184165.526668,117957.774323,0.0,8383.23976769,17432.2846954,19771.607069499998,148403.00758499998,20.7
Central African Republic,CAF,2012,12.3,21.44912518,25.8,23.15877004,2116.0,4575586.0,921697.475343,1005686.86831,401765.660925,74550.4444614,410221.058986,217970.71233200002,136293.82533,90358.52639419999,230695.98716,54178.7965883,32727.349588200002,57896.560313600006,45485.533588800005,88190.96723930001,89608.0900201,55846.639091699995,185477.02704000002,117845.24040699999,0.0,5831.02351176,17546.158061099995,19866.974003400002,148050.847042,21.2
Central African Republic,CAF,2013,12.4,21.45292298,26.3,23.24154215,1879.0,4666833.0,928359.9913270001,1053890.30708,354256.701686,77279.32456139999,415489.686237,218287.599081,143543.75594,92389.93408189999,236057.640796,55308.8470989,33444.9298428,58993.2832576,46425.4135104,90149.0442052,91452.5403928,57106.33173759999,186735.260744,118464.803034,0.0,192657.495254,18132.9224593,20468.883329,152039.955145,21.6
Chad,TCD,2010,13.3,21.70386543,27.5,22.121581399999997,2057.0,11227208.0,810558.4029720001,3446422.89079,700683.4817850001,179924.115338,1109872.01816,544958.35255,375235.802141,168146.95838,314055.465363,82346.3167054,70531.2472548,97210.96214460001,106081.073425,190374.712462,246747.163274,122895.35653199999,471963.847697,115186.35228900002,1559.73867673,12464.1203484,23046.5623718,25532.1536712,336899.54785900004,17.1
Chad,TCD,2011,13.6,21.78025101,28.3,22.23426894,2062.0,11525496.0,808997.5800109999,3502632.9893099996,677701.1001779999,182639.711342,1133551.76172,542788.7392399999,371324.819135,172816.000499,319838.637323,84088.507083,72297.9287702,98048.5093702,109747.71058,196826.50712,250648.82523000002,126736.259358,485571.40124499996,116290.820754,27.067410899299997,4837.9906764,23531.3417667,26251.579766900002,339558.783781,17.5
Chad,TCD,2012,14.0,21.85233854,29.0,22.34377758,2124.0,11830573.0,818211.040028,3464929.1880300003,661453.9913189999,186490.847655,1157146.3656600001,539101.691421,369511.370096,177651.39841,324389.842902,85844.08158320001,74068.0826225,99077.83255669998,113799.418299,204324.93525799998,254327.603933,131008.061175,499204.109521,117775.41479000001,1318.55624579,4973.06027099,24122.416944,27111.9408809,343398.756023,17.9
Chad,TCD,2013,14.3,21.91676894,29.8,22.44822765,2110.0,12141876.0,807515.401287,3413723.3554,669158.228537,188164.893835,1179695.19663,542970.042989,371838.093743,182511.669195,327967.84490100003,87538.5521629,75476.5200845,100339.476941,117848.95358,211507.219301,259391.27178600003,135799.904912,515258.114531,119811.25820499999,24.6356571702,4041.05740696,24573.5270275,27913.1186791,350998.49353000004,18.2
Chile,CHL,2010,61.9,27.251680800000003,61.3,27.72396369,2915.0,17113688.0,35096.5862439,97938.44776760001,8126.15196362,4334.50826378,91540.93028639999,30525.399005799998,9410.0440188,514258.871005,479388.713679,129554.951903,120994.757865,55428.26316440001,248330.98324200002,443527.16343599994,243622.31388899998,527492.6035890001,445160.60874899995,121612.282853,26323.0949854,16.9363453199,95489.53920389999,46990.1048896,161968.221215,60.6
Chile,CHL,2011,62.6,27.35139284,61.7,27.790430600000004,2956.0,17269525.0,36712.3126249,97581.8730162,8180.151108200001,4083.85696622,91193.49456260001,30097.0790735,9606.97496448,522606.530931,483237.78545699996,130784.85565799999,120870.122845,55947.65871519999,253168.942579,447747.917242,246957.95616799998,530850.60588,449927.70941099996,122161.53830599999,731.5501150839999,18.9311582611,94229.81498230001,47219.482268800006,166289.324988,61.2
Chile,CHL,2012,63.3,27.45233769,62.2,27.85884757,2958.0,17423214.0,35710.5281702,100698.325029,8251.63815138,4192.5210218,90022.595842,29727.0344922,9683.75224601,532351.796678,491032.809918,132511.948878,122298.697978,56829.823924599994,258067.40914099998,453369.43477600004,252444.89608600002,535323.736371,455035.046332,120450.031051,756.8451703310001,19.6023798593,92042.9055721,46524.8897636,168338.22705699998,61.8
Chile,CHL,2013,64.0,27.55286137,62.7,27.92599375,2979.0,17574464.0,37628.243834199995,101235.590159,8235.50445576,4184.40179903,89047.14748180001,29485.3963847,9924.18483549,541601.350503,499675.64620699995,133630.860793,124442.28000099999,57966.199389400004,263001.398071,458034.90439,257893.52600100002,539216.8478,459435.588356,119048.762009,867.381036211,16.1312519781,90260.2993287,45970.698876,171181.128851,62.5
China,CHN,2010,33.2,23.67507738,30.0,23.17225933,3044.0,1341335152.0,3194948.3015799997,8805802.73485,2161377.3254400003,303677.794346,9403278.54896,1840259.5882700002,1043637.2891200001,55799491.0427,74223147.536,18767468.6118,4725929.58851,4615419.94717,15060280.9665,29543815.3383,19541008.7273,25135992.0771,29400430.9387,19044183.1009,278115.52479,2080.33502828,5392045.966440001,1831472.2954799999,17877410.0893,28.1
China,CHN,2011,34.5,23.823444,30.8,23.22916919,3080.0,1347565324.0,3107761.17585,8388736.01293,2155265.2821299997,239777.280013,8847618.36863,1828830.11275,1010028.2589100001,55764476.5173,74349995.7386,18248100.832000002,4659825.95435,4598431.436319999,15263540.5974,29648463.4802,19556243.3346,25418676.2539,29316378.364,18874484.5322,64527.610385,4554.04571497,5120473.35892,1799088.26627,17971478.0512,29.0
China,CHN,2012,35.9,23.97024857,31.6,23.2822264,3098.0,1353600687.0,3001580.14675,8026592.8981,2135062.97975,211786.589185,8305930.820060001,1829133.99381,986285.6339649999,56057028.7936,74973026.4464,17920067.6731,4622120.28675,4603598.52071,15476111.8282,29736618.0637,19648506.7755,25727261.0899,29298787.5848,18131001.2435,58080.3748006,5091.25775114,4858516.237269999,1724242.8708900001,17601122.637000002,30.0
China,CHN,2013,37.3,24.11437233,32.4,23.32968719,3108.0,1359368470.0,2958488.5625299998,7731542.50765,2122831.99889,201877.000755,7805077.749039999,1841768.5345,973660.5552950001,56744143.4492,76007355.6512,17737911.7544,4628717.44142,4636247.3759699995,15709557.7374,29829649.1722,19844183.2827,26033542.2991,29321410.8845,17782328.3956,80492.5546746,10404.777385299998,4701137.14149,1629909.35878,17498427.4525,30.9
Colombia,COL,2010,51.2,25.11185099,56.2,26.16413482,2665.0,46294841.0,163947.93918699998,466260.94385200005,91746.59728270001,35800.841477199996,662588.803063,126918.20058399999,36531.4800935,944101.2438370001,1120791.05639,362006.159898,87757.4705332,192332.728039,636812.077876,800078.856571,583713.306083,752109.038294,1264895.40072,417881.379663,13275.653437899999,26243.2144717,148916.174747,1004209.6437299999,424104.83876300004,54.2
Colombia,COL,2011,52.0,25.21921028,56.7,26.22112179,2696.0,46927125.0,158907.973765,444259.253726,82737.7788837,32365.485941900002,629028.45461,123363.87775099999,34512.95487819999,937564.035066,1097864.18809,357873.537097,85250.75210930001,190526.434974,645976.245783,810903.317654,586095.501435,764823.941613,1265323.2554799998,403062.42860700004,17138.4019996,14280.8752146,142045.435367,964171.203843,420417.204697,55.0
Colombia,COL,2012,52.7,25.32543145,57.1,26.27737428,2752.0,47550708.0,154788.135782,429396.50697600003,82488.4924594,31399.0569245,592313.372125,121241.563464,33266.8237388,956492.323517,1109223.3596,358182.695648,86783.91553869999,190995.706629,657355.8888310001,821160.45958,601155.17447,779033.428748,1266843.97187,400275.966238,11997.496045200001,14872.130434399998,141007.587749,947127.3331950001,414126.671308,55.7
Colombia,COL,2013,53.5,25.43092125,57.6,26.33267469,2804.0,48165221.0,157958.367737,414090.866118,84801.0965359,29303.9784941,556642.387112,118539.67931099999,32135.984673000003,968037.2837469999,1112017.70358,357809.868554,87269.03539680001,190677.463279,668324.5970729999,829308.273461,612720.177429,792496.699134,1266044.38932,393423.316804,11118.9618368,10560.4653829,138046.464932,921963.908962,408949.787808,56.4
Congo,COG,2010,19.6,21.9695699,34.2,23.6170759,2143.0,4042899.0,357452.192881,404486.805644,217414.942579,41576.8146169,245750.15486500002,112386.618692,28348.0141672,76896.5531027,136514.109428,33589.536743900004,27182.446031700005,32984.7529664,40419.747791300004,74286.9319535,61541.8839404,45700.795010500005,134504.788571,61167.9792701,0.0,3056.27468433,10398.4069284,12462.5228944,85951.6118303,24.5
Congo,COG,2011,20.2,22.03013358,34.9,23.70510817,2185.0,4139748.0,342240.734968,383425.080023,233832.858011,39247.1211865,242147.40604099998,111012.148526,27436.3843764,77574.9986955,136259.725665,33686.9475835,27248.950811400002,32599.7561365,41185.0228994,75934.37635199999,61826.2587964,46905.8831589,135455.75349200002,56725.63649630001,0.0,3551.8158617,10288.172915000001,12315.1033787,84925.2235239,25.0
Congo,COG,2012,20.9,22.08913222,35.5,23.78966252,2158.0,4233063.0,330406.72996100003,374120.468728,220483.76402399997,37979.860837,237307.904134,110102.81549200001,26727.467153,79781.7226635,137449.267883,34060.869225200004,28075.588193700005,32966.5559465,42278.1057606,77703.21533400001,63023.4508021,48159.6766144,136738.66442000002,59921.0862054,870.4295043510001,3589.01422351,10706.2062337,12879.672652299998,103249.22919299999,25.6
Congo,COG,2013,21.5,22.14645046,36.1,23.87241018,2208.0,4324199.0,329480.797351,381841.016298,219624.283041,37265.3212691,232997.141627,107957.188237,26062.3700634,81676.3893695,139280.298253,34436.309240099996,28756.9796695,33015.0460532,43183.3936095,79391.7612798,63949.85788119999,49449.590519599995,137278.476344,58159.2854074,1.47427116794,5612.08022119,10928.6443705,13115.2286132,84691.65314410001,26.2
Costa Rica,CRI,2010,55.1,26.29740264,59.2,26.6763885,2848.0,4658887.0,8919.40676016,27602.940620999998,4208.0065881,1493.92568375,35879.4773886,8070.98141351,3323.92220115,96820.58489520001,95622.1276706,29926.471816,19365.3803712,15162.8320785,66535.6761923,86183.3312013,63716.5639671,72634.1366534,123196.939432,39747.770522900006,1488.08898378,0.0,15809.687288999998,21126.4916162,36353.137938199994,55.5
Costa Rica,CRI,2011,56.0,26.36085775,59.8,26.76958307,2882.0,4726575.0,8942.66283398,27557.260011799997,4089.13082382,1439.79845791,34455.737034699996,7804.71276859,3255.38147308,99410.4984617,98166.9071594,30161.729055,19724.731926,15535.3026044,67917.1487495,87597.82361519999,64629.80631189999,74343.7765293,124072.880884,40221.307447,384.015265019,0.0,16105.0230759,21410.490748700002,37857.1498033,56.5
Costa Rica,CRI,2012,56.8,26.42276969,60.4,26.85955616,2850.0,4793725.0,10316.8903565,27679.1951236,4127.91114577,1519.54308848,32972.0903751,7626.55917225,3184.0866091,102300.288823,101016.613987,30558.642909900005,20061.7038028,15918.1631101,69439.6308744,88906.0990061,65876.7032759,76230.6651994,124970.50056500001,40783.9352149,34.5701716541,0.0,16121.852625200001,21498.8586448,38043.1192995,57.5
Costa Rica,CRI,2013,57.6,26.48140627,61.0,26.94600351,2848.0,4859957.0,9490.9954214,27900.964955299998,4234.30426572,1304.72249195,31685.0446486,7485.42349823,3158.0725453,105561.46836299999,103278.95234199999,31121.9230046,20898.803601,16368.3924859,71020.5875802,90266.8506312,67286.9723153,78106.94108969999,125648.279858,40837.071108899996,329.95809739099997,0.0,16321.2252514,21881.594043099998,38432.1232191,58.5
Cote d'Ivoire,CIV,2010,20.3,23.03767897,34.7,23.70870658,2737.0,19737800.0,1792596.43565,2385250.05136,2880240.1304,213276.09456300002,1649442.84056,356215.848671,156324.287729,296495.874679,768543.8646689999,168199.816858,205388.785011,150575.08942899999,188458.242422,325218.86039499997,431176.604129,226255.08437800003,840864.251467,188249.030964,7.398775658989999,12999.013164799999,68759.6322704,29990.828363999997,419154.808551,25.0
Cote d'Ivoire,CIV,2011,20.8,23.08507505,35.3,23.77272037,2784.0,20152894.0,1667209.10138,2494318.27959,2680945.32977,213262.91010799998,1675396.56749,369594.998869,161754.368576,307231.930525,789255.609946,172850.88284200002,202126.20994600002,154253.94995,194795.969394,334770.50666,444090.789903,231475.282487,862740.49994,194556.192793,7.73399911913,26220.360092900002,71803.1211072,31136.317586799996,434809.803312,25.6
Cote d'Ivoire,CIV,2012,21.2,23.13646426,36.0,23.83981652,2780.0,20594615.0,1597749.68406,2636238.17375,2287597.16535,215258.80004200002,1702890.39259,403028.05015100003,173248.927774,320830.72067,813821.359383,178586.36865999998,201880.293165,161383.731198,202523.03613599998,344528.418915,466361.09730900003,237319.82500500002,913116.83558,205895.837414,7.996758993539999,101136.252274,74959.6142665,32731.9958103,470090.379956,26.2
Cote d'Ivoire,CIV,2013,21.8,23.19248201,36.7,23.91016852,2799.0,21057316.0,1525949.01519,2739838.63337,1991105.15032,215369.35593400002,1718287.2176299999,424125.342089,176651.057997,332321.29973,832937.996888,183060.74719300002,201298.19336099998,166008.542572,209310.488847,354843.87163,482197.83067600004,243400.919361,943364.356669,213764.273392,10.6904723639,7564.18147074,77668.718893,33822.9777916,490128.533983,26.8
Croatia,HRV,2010,60.9,26.68295851,48.1,25.04159316,2971.0,4403330.0,2508.80549307,20381.129920800002,101.556061293,389.440801912,14805.185202,4246.12602269,1605.04296376,274300.966002,404837.51292199997,39950.4352959,36802.9781041,25993.7427335,82848.3679742,98853.6541443,73066.6056543,123405.626243,116849.237771,40640.06101509999,8.2287647555,2194.64507778,28403.924030000002,4464.19330201,75418.224011,60.6
Croatia,HRV,2011,61.7,26.77178462,48.3,25.0743399,2997.0,4395560.0,2180.22358864,19393.9570093,99.6826721618,344.32585921599997,14331.4871556,4144.12880135,1564.5874282,274350.759124,396531.233449,39790.3576301,35146.321366100005,25726.764705,83303.449392,97717.1168381,71765.7719624,122679.180975,116082.882772,39758.2049293,8.51892311724,2377.1525009,27453.849767900003,4366.55358027,77729.08351289999,61.3
Croatia,HRV,2012,62.5,26.85650803,48.5,25.10393295,2995.0,4387376.0,2071.6359329,18696.244623599996,98.2828919536,317.89566845400003,13844.481917500001,4097.4288084,1546.14436136,272902.340825,390360.778303,39570.2442684,33860.4414822,25513.018045200002,83637.308722,96911.1658707,71116.50639289999,122270.299725,115943.79614100001,38183.852511900004,8.54278988262,2359.64591601,27052.1925557,4254.7187109999995,78034.8253793,61.9
Croatia,HRV,2013,63.2,26.93671326,48.6,25.13024951,3059.0,4378806.0,1861.75631979,18214.0213295,96.989693119,287.84198117799997,13423.246063699999,4044.53353962,1530.50041601,271760.341137,384764.47434200003,39324.6229403,32856.206532,25366.9487482,83981.5651822,96387.50011689999,70465.22388089998,121985.07670199999,116041.82613399999,35195.3208318,7.42019995755,2226.72929394,26472.6506569,4116.65879782,80170.1902862,62.5
Cuba,CUB,2010,48.0,24.85020354,59.3,25.75567895,3160.0,11257979.0,13007.8255021,106329.58268200001,13545.533813299999,4555.08875087,47119.2668672,44189.2359322,9340.59161704,461813.439963,555391.6303399999,104603.78487799999,39839.516179900005,50527.668820499995,187225.060903,276147.981194,182605.862518,220254.600999,294583.820153,58192.2681265,2616.79587348,3.7281048414699995,56751.0222992,33430.4852387,126028.722517,57.7
Cuba,CUB,2011,49.0,24.95878603,59.9,25.82532646,3285.0,11253665.0,14908.156326499999,106783.050707,13512.033042,4407.87596497,46734.3273477,43356.6683402,9311.52201327,470090.695441,556533.262275,105958.281697,40601.552642,50908.1574063,189200.47288800002,277558.936659,183792.67330999998,223527.29699899998,296435.254534,56310.1113872,1850.17001899,3.98383502102,56554.35453019999,33543.803935,131700.711476,58.4
Cuba,CUB,2012,50.0,25.05884634,60.4,25.88635526,3346.0,11249266.0,17536.7078353,107814.36536099999,13559.5110236,4035.64962826,45142.425236300005,42673.4883495,9284.55235087,479116.68162700004,561599.745261,106872.141069,42190.7259555,51597.7923499,191366.984443,279152.487402,186016.758172,226935.04563,298492.607959,55843.3223434,2230.26293597,4.001644418450001,56012.90925669999,34097.648312,133541.61921900001,59.2
Cuba,CUB,2013,50.9,25.15616597,60.9,25.94486006,3409.0,11244424.0,19987.926271400003,109181.943286,13594.864956200001,3976.47910112,44351.6407316,41962.9705385,9202.0142574,486909.38765,568826.1725720001,108429.5462,43600.9991565,52228.356706800005,193267.02894000002,280777.36509000004,188648.06773699998,230203.53934499997,300605.107954,54952.7565166,2568.80771429,3.56288703044,55826.8368398,34014.222689300004,135597.917997,59.9
Cyprus,CYP,2010,62.8,27.60022198,54.1,26.28980636,2671.0,1103647.0,371.703470541,3725.95776047,11.766383684800001,88.1664452542,3380.46944271,633.104502058,323.505337711,28286.960778200002,36567.7671063,7583.44329733,2132.71329179,2465.79597403,16498.130572799997,19348.7196646,17690.647733200003,22345.831391599997,19865.545462000002,8161.65425531,1.53814136579,0.0,1860.99936835,1138.59838903,9770.10128172,57.8
Cyprus,CYP,2011,63.2,27.66643564,54.5,26.31783923,2683.0,1116564.0,381.010897564,3743.31510658,11.501248672400001,79.824765133,3347.21370294,636.007828747,325.01491703700003,28672.4956491,36036.4371573,7635.94739496,2105.14879687,2471.53013024,17003.6380982,19946.9245119,17726.2398225,23113.474408200003,20314.0383185,7856.88186009,1.53980840114,0.0,1833.25653028,1129.87624321,10545.7440238,58.3
Cyprus,CYP,2012,63.6,27.72551064,54.8,26.33958651,2640.0,1129166.0,385.44679868300005,3738.76479893,11.333047166300002,78.6335887192,3242.18032712,634.097268279,322.836234719,28589.859168199997,35380.039608,7647.46164497,2071.67863058,2440.86224592,17240.272848,20223.7913883,17545.7713982,23473.5728284,20533.2272131,7551.30539648,1.5395544436500002,0.0,1820.39569534,1113.10167753,9874.62504282,58.7
Cyprus,CYP,2013,63.9,27.77627951,55.1,26.35605804,2649.0,1141453.0,390.68533115300005,3756.00627456,11.1145084021,80.9025977529,2958.10102178,633.884076129,320.618589032,29032.4596602,35833.4817861,7789.66076404,2116.63967485,2465.85691743,17541.7097453,20493.2989352,17685.629610699998,23819.1937588,20629.8803134,7282.70525413,1.53887042704,0.0,1871.52474106,1114.97086881,10057.464328,59.2
Czech Republic,CZE,2010,67.6,27.42292102,52.2,25.90792471,3276.0,10492960.0,2303.74155765,69100.68205689998,142.976593626,909.8602303089999,28294.303311400003,18361.2018159,5367.48143401,586637.932935,809793.3231439999,79272.31839380001,69138.71773080001,62229.0300867,188325.058876,220272.069191,179151.005165,275356.695859,252865.30249,87959.67590080001,7.500110094460001,0.0,63806.2199483,12492.869121400001,249008.07035999998,63.6
Czech Republic,CZE,2011,68.0,27.46705786,52.2,25.88237571,3251.0,10534293.0,2327.27032999,69211.20791980001,131.79553171,822.329764495,27456.728128900002,18142.6345747,5512.24133558,578655.829272,800339.536838,81402.6136582,67444.8260295,61597.148349300005,190424.964848,220240.722753,181224.426461,278473.356288,253737.604321,86671.9634341,7.742679066669999,0.0,63306.4681431,12360.4302967,256168.82709699997,64.0
Czech Republic,CZE,2012,68.4,27.50699451,52.2,25.85248019,3243.0,10565678.0,2279.06097146,69131.2634819,126.900100238,852.4718330310001,26702.1410491,18108.845415599997,5520.57846897,572496.308679,792868.143546,83076.58353080001,65668.4657912,61472.7567722,192317.624483,220045.620018,184088.277395,281594.570551,255256.788439,83842.9089115,7.7331074594899984,0.0,62282.1808245,12106.4101812,254441.874175,64.5
Czech Republic,CZE,2013,68.8,27.54176337,52.2,25.81920382,3256.0,10589806.0,2157.69740902,68679.6113438,120.352252441,757.755007279,26111.843268099998,18088.230850599997,5300.37451145,564842.6902310001,781678.424405,84974.9120134,64088.350538,61324.7297102,193872.937476,219805.44265900002,187562.13256099998,284498.542922,256610.63215900003,80127.7883546,7.249562314139999,0.0,60584.81831930001,11825.8122521,254178.224341,65.1
Denmark,DNK,2010,63.5,25.83862098,45.3,24.48006305,3398.0,5550142.0,3087.67914526,38026.8200512,56.070001008599995,291.776735983,16848.265429299998,4631.513030100001,2174.7782261,307993.040058,227363.212183,77360.2672845,28859.1816825,25466.6995112,110121.549829,153821.344452,84855.0344777,211000.416452,133577.630346,25534.0290943,0.0,8.33984143651,26483.431608400002,4268.97891418,59188.7095799,57.0
Denmark,DNK,2011,63.7,25.86761224,45.7,24.47867504,3348.0,5572594.0,2595.4156193000003,37901.009446599994,41.450497440599996,301.848411946,16565.9219538,4517.03749679,2115.23298916,305239.504261,220158.004571,76543.5763663,27644.1159399,24603.1353643,110426.214118,153608.629279,84301.0533715,213086.22501199998,134144.90162699998,24379.5065007,0.0,7.9085088221,25941.8209992,4150.23106621,59054.360291799996,57.4
